Set,Problem,Initial,Move,Feasibility,size,nImprove,nNeutral,nWorse,nnFrac
mval,mval3B,U_5R_best,relocate,infeasible,62,1,5,684,1.00
mval,mval3B,U_5R_best,relocate,feasible,62,0,63,1874,1.00
mval,mval3B,U_5R_best,relocateBeforeDummy,infeasible,62,0,9,35,1.00
mval,mval3B,U_5R_best,relocateBeforeDummy,feasible,62,0,12,123,1.00
mval,mval3B,U_5R_best,crossAtDummy,infeasible,62,4,30,93,1.00
mval,mval3B,U_5R_best,crossAtDummy,feasible,62,0,2,3,1.00
mval,mval3B,U_5R_best,exchange,infeasible,62,0,0,198,1.00
mval,mval3B,U_5R_best,exchange,feasible,62,0,15,1527,1.00
mval,mval3B,U_5R_best,cross,infeasible,62,0,53,756,1.00
mval,mval3B,U_5R_best,cross,feasible,62,0,8,131,1.00
mval,mval3C,U_5R_best,relocate,infeasible,62,32,73,1974,1.00
mval,mval3C,U_5R_best,relocate,feasible,62,0,13,419,1.00
mval,mval3C,U_5R_best,relocateBeforeDummy,infeasible,62,13,35,292,1.00
mval,mval3C,U_5R_best,relocateBeforeDummy,feasible,62,0,5,72,1.00
mval,mval3C,U_5R_best,crossAtDummy,infeasible,62,46,68,176,1.00
mval,mval3C,U_5R_best,crossAtDummy,feasible,62,0,1,3,1.00
mval,mval3C,U_5R_best,exchange,infeasible,62,1,13,1104,1.00
mval,mval3C,U_5R_best,exchange,feasible,62,0,8,617,1.00
mval,mval3C,U_5R_best,cross,infeasible,62,6,98,701,1.00
mval,mval3C,U_5R_best,cross,feasible,62,0,5,57,1.00
mval,mval3C,PS_5R_best,relocate,infeasible,62,3,66,2050,1.00
mval,mval3C,PS_5R_best,relocate,feasible,62,0,12,378,1.00
mval,mval3C,PS_5R_best,relocateBeforeDummy,infeasible,62,3,31,308,1.00
mval,mval3C,PS_5R_best,relocateBeforeDummy,feasible,62,0,10,67,1.00
mval,mval3C,PS_5R_best,crossAtDummy,infeasible,62,44,60,185,1.00
mval,mval3C,PS_5R_best,crossAtDummy,feasible,62,0,2,3,1.00
mval,mval3C,PS_5R_best,exchange,infeasible,62,1,10,1162,1.00
mval,mval3C,PS_5R_best,exchange,feasible,62,0,6,563,1.00
mval,mval3C,PS_5R_best,cross,infeasible,62,3,100,710,1.00
mval,mval3C,PS_5R_best,cross,feasible,62,0,3,51,1.00
mval,mval3C,IM_best,relocate,infeasible,62,1,65,2047,1.00
mval,mval3C,IM_best,relocate,feasible,62,0,16,383,1.00
mval,mval3C,IM_best,exchange,infeasible,62,1,13,1092,1.00
mval,mval3C,IM_best,exchange,feasible,62,1,5,630,1.00
mval,mval3C,IM_best,relocateBeforeDummy,infeasible,62,0,20,321,1.00
mval,mval3C,IM_best,relocateBeforeDummy,feasible,62,0,2,73,1.00
mval,mval3C,IM_best,crossAtDummy,infeasible,62,38,44,203,1.00
mval,mval3C,IM_best,crossAtDummy,feasible,62,0,2,7,1.00
mval,mval3C,IM_best,cross,infeasible,62,7,91,708,1.00
mval,mval3C,IM_best,cross,feasible,62,0,2,59,1.00
mval,mval4A,IM_best,relocate,infeasible,122,1,38,3375,1.00
mval,mval4A,IM_best,relocate,feasible,122,0,71,7773,1.00
mval,mval4A,IM_best,exchange,infeasible,122,0,7,1955,1.00
mval,mval4A,IM_best,exchange,feasible,122,0,18,5105,1.00
mval,mval4A,IM_best,relocateBeforeDummy,infeasible,122,0,1,92,1.00
mval,mval4A,IM_best,relocateBeforeDummy,feasible,122,0,1,264,1.00
mval,mval4A,IM_best,crossAtDummy,infeasible,122,3,10,255,1.00
mval,mval4A,IM_best,crossAtDummy,feasible,122,0,0,14,1.00
mval,mval4A,IM_best,cross,infeasible,122,2,150,3833,1.00
mval,mval4A,IM_best,cross,feasible,122,0,30,358,1.00
mval,mval4A,U_5R_best,relocate,infeasible,122,0,6,4740,1.00
mval,mval4A,U_5R_best,relocate,feasible,122,0,71,6440,1.00
mval,mval4A,U_5R_best,exchange,infeasible,122,0,2,2813,1.00
mval,mval4A,U_5R_best,exchange,feasible,122,1,10,4258,1.00
mval,mval4A,U_5R_best,relocateBeforeDummy,infeasible,122,0,7,112,1.00
mval,mval4A,U_5R_best,relocateBeforeDummy,feasible,122,0,15,225,1.00
mval,mval4A,U_5R_best,crossAtDummy,infeasible,122,6,52,208,1.00
mval,mval4A,U_5R_best,crossAtDummy,feasible,122,0,1,15,1.00
mval,mval4A,U_5R_best,cross,infeasible,122,3,152,3929,1.00
mval,mval4A,U_5R_best,cross,feasible,122,0,19,270,1.00
mval,mval4A,PS_5R_best,cross,infeasible,122,1,147,3783,1.00
mval,mval4A,PS_5R_best,cross,feasible,122,0,17,425,1.00
mval,mval4A,PS_5R_best,relocateBeforeDummy,infeasible,122,0,1,73,1.00
mval,mval4A,PS_5R_best,relocateBeforeDummy,feasible,122,2,8,276,1.00
mval,mval4A,PS_5R_best,relocate,infeasible,122,0,16,2574,1.00
mval,mval4A,PS_5R_best,relocate,feasible,122,0,67,8599,1.00
mval,mval4A,PS_5R_best,crossAtDummy,infeasible,122,1,31,237,1.00
mval,mval4A,PS_5R_best,crossAtDummy,feasible,122,0,2,11,1.00
mval,mval4A,PS_5R_best,exchange,infeasible,122,1,1,1444,1.00
mval,mval4A,PS_5R_best,exchange,feasible,122,0,12,5627,1.00
mval,mval4B,IM_best,relocate,infeasible,122,0,7,2192,1.00
mval,mval4B,IM_best,relocate,feasible,122,0,117,9789,1.00
mval,mval4B,IM_best,relocateBeforeDummy,infeasible,122,0,0,81,1.00
mval,mval4B,IM_best,relocateBeforeDummy,feasible,122,0,9,389,1.00
mval,mval4B,IM_best,crossAtDummy,infeasible,122,4,21,351,1.00
mval,mval4B,IM_best,crossAtDummy,feasible,122,0,7,21,1.00
mval,mval4B,IM_best,exchange,infeasible,122,0,2,975,1.00
mval,mval4B,IM_best,exchange,feasible,122,0,19,6109,1.00
mval,mval4B,IM_best,cross,infeasible,122,5,177,4287,1.00
mval,mval4B,IM_best,cross,feasible,122,0,32,552,1.00
mval,mval4B,PS_5R_best,relocate,infeasible,122,0,48,5524,1.00
mval,mval4B,PS_5R_best,relocate,feasible,122,0,67,6465,1.00
mval,mval4B,PS_5R_best,relocateBeforeDummy,infeasible,122,2,7,195,1.00
mval,mval4B,PS_5R_best,relocateBeforeDummy,feasible,122,0,5,271,1.00
mval,mval4B,PS_5R_best,crossAtDummy,infeasible,122,14,32,334,1.00
mval,mval4B,PS_5R_best,crossAtDummy,feasible,122,0,3,21,1.00
mval,mval4B,PS_5R_best,exchange,infeasible,122,0,9,2937,1.00
mval,mval4B,PS_5R_best,exchange,feasible,122,0,12,4143,1.00
mval,mval4B,PS_5R_best,cross,infeasible,122,4,193,4301,1.00
mval,mval4B,PS_5R_best,cross,feasible,122,0,26,529,1.00
mval,mval4B,U_5R_best,relocate,infeasible,122,0,8,2291,1.00
mval,mval4B,U_5R_best,relocate,feasible,122,0,68,9737,1.00
mval,mval4B,U_5R_best,relocateBeforeDummy,infeasible,122,0,2,78,1.00
mval,mval4B,U_5R_best,relocateBeforeDummy,feasible,122,0,18,382,1.00
mval,mval4B,U_5R_best,crossAtDummy,infeasible,122,17,53,311,1.00
mval,mval4B,U_5R_best,crossAtDummy,feasible,122,0,2,21,1.00
mval,mval4B,U_5R_best,exchange,infeasible,122,0,0,1015,1.00
mval,mval4B,U_5R_best,exchange,feasible,122,0,9,6076,1.00
mval,mval4B,U_5R_best,cross,infeasible,122,2,187,4272,1.00
mval,mval4B,U_5R_best,cross,feasible,122,0,19,573,1.00
mval,mval4C,U_5R_best,relocate,infeasible,125,0,29,6381,1.00
mval,mval4C,U_5R_best,relocate,feasible,125,0,43,6077,1.00
mval,mval4C,U_5R_best,relocateBeforeDummy,infeasible,125,3,11,293,1.00
mval,mval4C,U_5R_best,relocateBeforeDummy,feasible,125,0,23,284,1.00
mval,mval4C,U_5R_best,crossAtDummy,infeasible,125,32,84,382,1.00
mval,mval4C,U_5R_best,crossAtDummy,feasible,125,0,4,8,1.00
mval,mval4C,U_5R_best,exchange,infeasible,125,0,3,2647,1.00
mval,mval4C,U_5R_best,exchange,feasible,125,0,7,4806,1.00
mval,mval4C,U_5R_best,cross,infeasible,125,8,218,4608,1.00
mval,mval4C,U_5R_best,cross,feasible,125,0,19,302,1.00
mval,mval4C,PS_5R_best,relocate,infeasible,125,4,26,6230,1.00
mval,mval4C,PS_5R_best,relocate,feasible,125,0,36,6233,1.00
mval,mval4C,PS_5R_best,exchange,infeasible,125,1,0,2338,1.00
mval,mval4C,PS_5R_best,exchange,feasible,125,0,6,5113,1.00
mval,mval4C,PS_5R_best,relocateBeforeDummy,infeasible,125,0,6,307,1.00
mval,mval4C,PS_5R_best,relocateBeforeDummy,feasible,125,0,18,284,1.00
mval,mval4C,PS_5R_best,crossAtDummy,infeasible,125,18,75,405,1.00
mval,mval4C,PS_5R_best,crossAtDummy,feasible,125,0,1,11,1.00
mval,mval4C,PS_5R_best,cross,infeasible,125,10,204,4622,1.00
mval,mval4C,PS_5R_best,cross,feasible,125,0,4,315,1.00
mval,mval4C,IM_best,relocate,infeasible,125,2,48,7340,1.00
mval,mval4C,IM_best,relocate,feasible,125,0,33,5106,1.00
mval,mval4C,IM_best,relocateBeforeDummy,infeasible,125,2,13,339,1.00
mval,mval4C,IM_best,relocateBeforeDummy,feasible,125,0,0,261,1.00
mval,mval4C,IM_best,crossAtDummy,infeasible,125,11,46,433,1.00
mval,mval4C,IM_best,crossAtDummy,feasible,125,0,0,20,1.00
mval,mval4C,IM_best,exchange,infeasible,125,1,6,3564,1.00
mval,mval4C,IM_best,exchange,feasible,125,0,5,3881,1.00
mval,mval4C,IM_best,cross,infeasible,125,6,172,4685,1.00
mval,mval4C,IM_best,cross,feasible,125,0,12,280,1.00
mval,mval4D,IM_best,relocate,infeasible,126,20,76,9602,1.00
mval,mval4D,IM_best,relocate,feasible,126,1,38,3024,1.00
mval,mval4D,IM_best,exchange,infeasible,126,6,22,5408,1.00
mval,mval4D,IM_best,exchange,feasible,126,1,7,2149,1.00
mval,mval4D,IM_best,relocateBeforeDummy,infeasible,126,8,34,707,1.00
mval,mval4D,IM_best,relocateBeforeDummy,feasible,126,0,4,361,1.00
mval,mval4D,IM_best,crossAtDummy,infeasible,126,81,70,710,1.00
mval,mval4D,IM_best,crossAtDummy,feasible,126,0,4,62,1.00
mval,mval4D,IM_best,cross,infeasible,126,29,241,4636,1.00
mval,mval4D,IM_best,cross,feasible,126,0,15,340,1.00
mval,mval4D,U_5R_best,relocate,infeasible,126,6,58,7693,1.00
mval,mval4D,U_5R_best,relocate,feasible,126,0,38,4967,1.00
mval,mval4D,U_5R_best,relocateBeforeDummy,infeasible,126,4,31,619,1.00
mval,mval4D,U_5R_best,relocateBeforeDummy,feasible,126,0,22,437,1.00
mval,mval4D,U_5R_best,crossAtDummy,infeasible,126,64,119,686,1.00
mval,mval4D,U_5R_best,crossAtDummy,feasible,126,0,11,47,1.00
mval,mval4D,U_5R_best,exchange,infeasible,126,0,4,3749,1.00
mval,mval4D,U_5R_best,exchange,feasible,126,0,5,3839,1.00
mval,mval4D,U_5R_best,cross,infeasible,126,17,239,4341,1.00
mval,mval4D,U_5R_best,cross,feasible,126,0,20,644,1.00
mval,mval4D,PS_5R_best,relocate,infeasible,126,5,59,8588,1.00
mval,mval4D,PS_5R_best,relocate,feasible,126,0,68,4040,1.00
mval,mval4D,PS_5R_best,relocateBeforeDummy,infeasible,126,7,40,660,1.00
mval,mval4D,PS_5R_best,relocateBeforeDummy,feasible,126,0,18,390,1.00
mval,mval4D,PS_5R_best,crossAtDummy,infeasible,126,78,91,689,1.00
mval,mval4D,PS_5R_best,crossAtDummy,feasible,126,0,14,55,1.00
mval,mval4D,PS_5R_best,exchange,infeasible,126,3,9,4297,1.00
mval,mval4D,PS_5R_best,exchange,feasible,126,1,8,3270,1.00
mval,mval4D,PS_5R_best,cross,infeasible,126,18,247,4469,1.00
mval,mval4D,PS_5R_best,cross,feasible,126,0,24,503,1.00
mval,mval5A,IM_best,relocate,infeasible,119,1,19,2785,1.00
mval,mval5A,IM_best,relocate,feasible,119,0,64,8227,1.00
mval,mval5A,IM_best,exchange,infeasible,119,0,0,1002,1.00
mval,mval5A,IM_best,exchange,feasible,119,0,18,5723,1.00
mval,mval5A,IM_best,relocateBeforeDummy,infeasible,119,0,0,84,1.00
mval,mval5A,IM_best,relocateBeforeDummy,feasible,119,0,2,264,1.00
mval,mval5A,IM_best,crossAtDummy,infeasible,119,1,10,261,1.00
mval,mval5A,IM_best,crossAtDummy,feasible,119,0,5,8,1.00
mval,mval5A,IM_best,cross,infeasible,119,0,165,3877,1.00
mval,mval5A,IM_best,cross,feasible,119,0,18,407,1.00
mval,mval5A,PS_5R_best,relocate,infeasible,119,0,3,2742,1.00
mval,mval5A,PS_5R_best,relocate,feasible,119,0,67,8283,1.00
mval,mval5A,PS_5R_best,relocateBeforeDummy,infeasible,119,0,1,86,1.00
mval,mval5A,PS_5R_best,relocateBeforeDummy,feasible,119,0,1,263,1.00
mval,mval5A,PS_5R_best,crossAtDummy,infeasible,119,1,16,258,1.00
mval,mval5A,PS_5R_best,crossAtDummy,feasible,119,0,0,10,1.00
mval,mval5A,PS_5R_best,exchange,infeasible,119,0,0,1053,1.00
mval,mval5A,PS_5R_best,exchange,feasible,119,0,16,5671,1.00
mval,mval5A,PS_5R_best,cross,infeasible,119,2,151,3861,1.00
mval,mval5A,PS_5R_best,cross,feasible,119,0,12,441,1.00
mval,mval5A,U_5R_best,relocate,infeasible,119,0,17,4349,1.00
mval,mval5A,U_5R_best,relocate,feasible,119,0,38,6692,1.00
mval,mval5A,U_5R_best,relocateBeforeDummy,infeasible,119,2,4,112,1.00
mval,mval5A,U_5R_best,relocateBeforeDummy,feasible,119,0,3,229,1.00
mval,mval5A,U_5R_best,crossAtDummy,infeasible,119,7,24,236,1.00
mval,mval5A,U_5R_best,crossAtDummy,feasible,119,0,1,17,1.00
mval,mval5A,U_5R_best,exchange,infeasible,119,0,1,2082,1.00
mval,mval5A,U_5R_best,exchange,feasible,119,0,8,4648,1.00
mval,mval5A,U_5R_best,cross,infeasible,119,3,138,3976,1.00
mval,mval5A,U_5R_best,cross,feasible,119,0,13,337,1.00
mval,mval5B,IM_best,relocate,infeasible,127,0,23,5844,1.00
mval,mval5B,IM_best,relocate,feasible,127,0,18,5334,1.00
mval,mval5B,IM_best,relocateBeforeDummy,infeasible,127,0,2,246,1.00
mval,mval5B,IM_best,relocateBeforeDummy,feasible,127,0,3,248,1.00
mval,mval5B,IM_best,crossAtDummy,infeasible,127,4,23,316,1.00
mval,mval5B,IM_best,crossAtDummy,feasible,127,0,1,16,1.00
mval,mval5B,IM_best,exchange,infeasible,127,0,0,2333,1.00
mval,mval5B,IM_best,exchange,feasible,127,0,5,5331,1.00
mval,mval5B,IM_best,cross,infeasible,127,2,114,3497,1.00
mval,mval5B,IM_best,cross,feasible,127,0,20,375,1.00
mval,mval5B,U_5R_best,relocate,infeasible,127,1,25,6271,1.00
mval,mval5B,U_5R_best,relocate,feasible,127,1,26,4897,1.00
mval,mval5B,U_5R_best,relocateBeforeDummy,infeasible,127,1,3,247,1.00
mval,mval5B,U_5R_best,relocateBeforeDummy,feasible,127,0,5,241,1.00
mval,mval5B,U_5R_best,crossAtDummy,infeasible,127,10,34,301,1.00
mval,mval5B,U_5R_best,crossAtDummy,feasible,127,0,0,15,1.00
mval,mval5B,U_5R_best,exchange,infeasible,127,0,1,3179,1.00
mval,mval5B,U_5R_best,exchange,feasible,127,0,12,4479,1.00
mval,mval5B,U_5R_best,cross,infeasible,127,2,148,3483,1.00
mval,mval5B,U_5R_best,cross,feasible,127,0,13,362,1.00
mval,mval5B,PS_5R_best,relocate,infeasible,127,1,21,4685,1.00
mval,mval5B,PS_5R_best,relocate,feasible,127,0,27,6484,1.00
mval,mval5B,PS_5R_best,exchange,infeasible,127,1,4,1996,1.00
mval,mval5B,PS_5R_best,exchange,feasible,127,0,5,5662,1.00
mval,mval5B,PS_5R_best,relocateBeforeDummy,infeasible,127,0,2,206,1.00
mval,mval5B,PS_5R_best,relocateBeforeDummy,feasible,127,0,3,289,1.00
mval,mval5B,PS_5R_best,cross,infeasible,127,5,122,3436,1.00
mval,mval5B,PS_5R_best,cross,feasible,127,0,30,415,1.00
mval,mval5B,PS_5R_best,crossAtDummy,infeasible,127,5,21,317,1.00
mval,mval5B,PS_5R_best,crossAtDummy,feasible,127,0,2,15,1.00
mval,mval5C,U_5R_best,relocate,infeasible,116,1,30,5993,1.00
mval,mval5C,U_5R_best,relocate,feasible,116,1,62,4958,1.00
mval,mval5C,U_5R_best,exchange,infeasible,116,1,5,2309,1.00
mval,mval5C,U_5R_best,exchange,feasible,116,0,8,4087,1.00
mval,mval5C,U_5R_best,relocateBeforeDummy,infeasible,116,0,15,279,1.00
mval,mval5C,U_5R_best,relocateBeforeDummy,feasible,116,0,9,267,1.00
mval,mval5C,U_5R_best,crossAtDummy,infeasible,116,12,67,388,1.00
mval,mval5C,U_5R_best,crossAtDummy,feasible,116,0,2,16,1.00
mval,mval5C,U_5R_best,cross,infeasible,116,5,188,4062,1.00
mval,mval5C,U_5R_best,cross,feasible,116,0,18,387,1.00
mval,mval5C,PS_5R_best,relocate,infeasible,116,1,28,5840,1.00
mval,mval5C,PS_5R_best,relocate,feasible,116,0,46,5130,1.00
mval,mval5C,PS_5R_best,relocateBeforeDummy,infeasible,116,0,20,275,1.00
mval,mval5C,PS_5R_best,relocateBeforeDummy,feasible,116,0,5,270,1.00
mval,mval5C,PS_5R_best,crossAtDummy,infeasible,116,10,69,383,1.00
mval,mval5C,PS_5R_best,crossAtDummy,feasible,116,0,3,20,1.00
mval,mval5C,PS_5R_best,exchange,infeasible,116,0,2,2047,1.00
mval,mval5C,PS_5R_best,exchange,feasible,116,0,9,4352,1.00
mval,mval5C,PS_5R_best,cross,infeasible,116,4,173,4053,1.00
mval,mval5C,PS_5R_best,cross,feasible,116,0,23,407,1.00
mval,mval5C,IM_best,relocate,infeasible,116,0,39,4306,1.00
mval,mval5C,IM_best,relocate,feasible,116,0,64,6637,1.00
mval,mval5C,IM_best,exchange,infeasible,116,1,0,1488,1.00
mval,mval5C,IM_best,exchange,feasible,116,0,15,4904,1.00
mval,mval5C,IM_best,relocateBeforeDummy,infeasible,116,0,4,214,1.00
mval,mval5C,IM_best,relocateBeforeDummy,feasible,116,0,3,348,1.00
mval,mval5C,IM_best,crossAtDummy,infeasible,116,9,30,427,1.00
mval,mval5C,IM_best,crossAtDummy,feasible,116,0,3,16,1.00
mval,mval5C,IM_best,cross,infeasible,116,3,196,4023,1.00
mval,mval5C,IM_best,cross,feasible,116,0,27,411,1.00
mval,mval5D,U_5R_best,relocate,infeasible,122,5,39,6288,1.00
mval,mval5D,U_5R_best,relocate,feasible,122,0,24,4543,1.00
mval,mval5D,U_5R_best,relocateBeforeDummy,infeasible,122,0,36,539,1.00
mval,mval5D,U_5R_best,relocateBeforeDummy,feasible,122,0,26,479,1.00
mval,mval5D,U_5R_best,crossAtDummy,infeasible,122,80,119,569,1.00
mval,mval5D,U_5R_best,crossAtDummy,feasible,122,0,1,50,1.00
mval,mval5D,U_5R_best,exchange,infeasible,122,0,4,2627,1.00
mval,mval5D,U_5R_best,exchange,feasible,122,0,5,4445,1.00
mval,mval5D,U_5R_best,cross,infeasible,122,4,210,3317,1.00
mval,mval5D,U_5R_best,cross,feasible,122,0,18,554,1.00
mval,mval5D,IM_best,relocate,infeasible,122,14,88,8492,1.00
mval,mval5D,IM_best,relocate,feasible,122,0,12,2295,1.00
mval,mval5D,IM_best,exchange,infeasible,122,1,18,4064,1.00
mval,mval5D,IM_best,exchange,feasible,122,0,8,2999,1.00
mval,mval5D,IM_best,relocateBeforeDummy,infeasible,122,5,26,734,1.00
mval,mval5D,IM_best,relocateBeforeDummy,feasible,122,0,10,303,1.00
mval,mval5D,IM_best,crossAtDummy,infeasible,122,58,93,605,1.00
mval,mval5D,IM_best,crossAtDummy,feasible,122,0,5,58,1.00
mval,mval5D,IM_best,cross,infeasible,122,19,206,3516,1.00
mval,mval5D,IM_best,cross,feasible,122,0,11,351,1.00
mval,mval5D,PS_5R_best,relocate,infeasible,122,1,35,6407,1.00
mval,mval5D,PS_5R_best,relocate,feasible,122,0,24,4434,1.00
mval,mval5D,PS_5R_best,exchange,infeasible,122,1,2,2736,1.00
mval,mval5D,PS_5R_best,exchange,feasible,122,0,8,4342,1.00
mval,mval5D,PS_5R_best,relocateBeforeDummy,infeasible,122,0,17,575,1.00
mval,mval5D,PS_5R_best,relocateBeforeDummy,feasible,122,0,12,474,1.00
mval,mval5D,PS_5R_best,crossAtDummy,infeasible,122,61,85,614,1.00
mval,mval5D,PS_5R_best,crossAtDummy,feasible,122,0,7,52,1.00
mval,mval5D,PS_5R_best,cross,infeasible,122,14,173,3303,1.00
mval,mval5D,PS_5R_best,cross,feasible,122,0,35,578,1.00
mval,mval6A,PS_5R_best,relocate,infeasible,92,0,10,1332,1.00
mval,mval6A,PS_5R_best,relocate,feasible,92,0,47,4713,1.00
mval,mval6A,PS_5R_best,exchange,infeasible,92,0,0,511,1.00
mval,mval6A,PS_5R_best,exchange,feasible,92,0,10,3439,1.00
mval,mval6A,PS_5R_best,relocateBeforeDummy,infeasible,92,0,1,60,1.00
mval,mval6A,PS_5R_best,relocateBeforeDummy,feasible,92,0,5,202,1.00
mval,mval6A,PS_5R_best,crossAtDummy,infeasible,92,4,26,158,1.00
mval,mval6A,PS_5R_best,crossAtDummy,feasible,92,0,2,14,1.00
mval,mval6A,PS_5R_best,cross,infeasible,92,2,103,1781,1.00
mval,mval6A,PS_5R_best,cross,feasible,92,0,13,381,1.00
mval,mval6A,U_5R_best,relocate,infeasible,92,0,6,937,1.00
mval,mval6A,U_5R_best,relocate,feasible,92,1,31,5126,1.00
mval,mval6A,U_5R_best,exchange,infeasible,92,0,2,220,1.00
mval,mval6A,U_5R_best,exchange,feasible,92,0,6,3728,1.00
mval,mval6A,U_5R_best,relocateBeforeDummy,infeasible,92,0,2,35,1.00
mval,mval6A,U_5R_best,relocateBeforeDummy,feasible,92,0,11,221,1.00
mval,mval6A,U_5R_best,crossAtDummy,infeasible,92,3,27,160,1.00
mval,mval6A,U_5R_best,crossAtDummy,feasible,92,0,6,8,1.00
mval,mval6A,U_5R_best,cross,infeasible,92,0,70,1842,1.00
mval,mval6A,U_5R_best,cross,feasible,92,0,20,348,1.00
mval,mval6A,IM_best,crossAtDummy,infeasible,92,0,12,176,1.00
mval,mval6A,IM_best,crossAtDummy,feasible,92,0,0,16,1.00
mval,mval6A,IM_best,relocate,infeasible,92,0,0,234,1.00
mval,mval6A,IM_best,relocate,feasible,92,1,120,5747,1.00
mval,mval6A,IM_best,relocateBeforeDummy,infeasible,92,0,0,10,1.00
mval,mval6A,IM_best,relocateBeforeDummy,feasible,92,0,3,255,1.00
mval,mval6A,IM_best,cross,infeasible,92,1,100,1808,1.00
mval,mval6A,IM_best,cross,feasible,92,0,8,363,1.00
mval,mval6A,IM_best,exchange,infeasible,92,0,0,5,1.00
mval,mval6A,IM_best,exchange,feasible,92,1,19,3934,1.00
mval,mval6B,PS_5R_best,relocate,infeasible,89,4,37,2806,1.00
mval,mval6B,PS_5R_best,relocate,feasible,89,0,25,2765,1.00
mval,mval6B,PS_5R_best,relocateBeforeDummy,infeasible,89,1,14,148,1.00
mval,mval6B,PS_5R_best,relocateBeforeDummy,feasible,89,0,7,177,1.00
mval,mval6B,PS_5R_best,crossAtDummy,infeasible,89,9,37,206,1.00
mval,mval6B,PS_5R_best,crossAtDummy,feasible,89,0,0,8,1.00
mval,mval6B,PS_5R_best,exchange,infeasible,89,0,5,1245,1.00
mval,mval6B,PS_5R_best,exchange,feasible,89,0,14,2433,1.00
mval,mval6B,PS_5R_best,cross,infeasible,89,1,107,1790,1.00
mval,mval6B,PS_5R_best,cross,feasible,89,0,5,180,1.00
mval,mval6B,U_5R_best,relocate,infeasible,89,1,19,2288,1.00
mval,mval6B,U_5R_best,relocate,feasible,89,0,48,3281,1.00
mval,mval6B,U_5R_best,exchange,infeasible,89,0,0,808,1.00
mval,mval6B,U_5R_best,exchange,feasible,89,1,14,2870,1.00
mval,mval6B,U_5R_best,relocateBeforeDummy,infeasible,89,0,6,125,1.00
mval,mval6B,U_5R_best,relocateBeforeDummy,feasible,89,0,10,206,1.00
mval,mval6B,U_5R_best,crossAtDummy,infeasible,89,8,43,201,1.00
mval,mval6B,U_5R_best,crossAtDummy,feasible,89,0,0,8,1.00
mval,mval6B,U_5R_best,cross,infeasible,89,1,100,1782,1.00
mval,mval6B,U_5R_best,cross,feasible,89,0,14,186,1.00
mval,mval6B,IM_best,crossAtDummy,infeasible,89,1,21,230,1.00
mval,mval6B,IM_best,crossAtDummy,feasible,89,0,1,7,1.00
mval,mval6B,IM_best,relocate,infeasible,89,2,23,2201,1.00
mval,mval6B,IM_best,relocate,feasible,89,0,68,3344,1.00
mval,mval6B,IM_best,relocateBeforeDummy,infeasible,89,0,0,142,1.00
mval,mval6B,IM_best,relocateBeforeDummy,feasible,89,0,2,202,1.00
mval,mval6B,IM_best,cross,infeasible,89,1,94,1771,1.00
mval,mval6B,IM_best,cross,feasible,89,0,4,213,1.00
mval,mval6B,IM_best,exchange,infeasible,89,2,1,595,1.00
mval,mval6B,IM_best,exchange,feasible,89,0,12,3088,1.00
mval,mval6C,IM_best,relocate,infeasible,92,15,24,3712,1.00
mval,mval6C,IM_best,relocate,feasible,92,0,18,2251,1.00
mval,mval6C,IM_best,exchange,infeasible,92,5,12,1681,1.00
mval,mval6C,IM_best,exchange,feasible,92,0,6,2264,1.00
mval,mval6C,IM_best,relocateBeforeDummy,infeasible,92,1,12,504,1.00
mval,mval6C,IM_best,relocateBeforeDummy,feasible,92,0,6,373,1.00
mval,mval6C,IM_best,crossAtDummy,infeasible,92,35,96,483,1.00
mval,mval6C,IM_best,crossAtDummy,feasible,92,0,6,50,1.00
mval,mval6C,IM_best,cross,infeasible,92,12,129,1737,1.00
mval,mval6C,IM_best,cross,feasible,92,0,12,330,1.00
mval,mval6C,PS_5R_best,relocate,infeasible,92,12,30,3750,1.00
mval,mval6C,PS_5R_best,relocate,feasible,92,0,19,2207,1.00
mval,mval6C,PS_5R_best,exchange,infeasible,92,1,10,1979,1.00
mval,mval6C,PS_5R_best,exchange,feasible,92,0,8,1968,1.00
mval,mval6C,PS_5R_best,relocateBeforeDummy,infeasible,92,1,18,516,1.00
mval,mval6C,PS_5R_best,relocateBeforeDummy,feasible,92,0,6,357,1.00
mval,mval6C,PS_5R_best,crossAtDummy,infeasible,92,33,114,462,1.00
mval,mval6C,PS_5R_best,crossAtDummy,feasible,92,0,2,59,1.00
mval,mval6C,PS_5R_best,cross,infeasible,92,4,127,1717,1.00
mval,mval6C,PS_5R_best,cross,feasible,92,0,14,358,1.00
mval,mval6C,U_5R_best,relocate,infeasible,92,1,28,3884,1.00
mval,mval6C,U_5R_best,relocate,feasible,92,0,18,2088,1.00
mval,mval6C,U_5R_best,relocateBeforeDummy,infeasible,92,6,20,511,1.00
mval,mval6C,U_5R_best,relocateBeforeDummy,feasible,92,0,13,347,1.00
mval,mval6C,U_5R_best,crossAtDummy,infeasible,92,51,125,435,1.00
mval,mval6C,U_5R_best,crossAtDummy,feasible,92,0,7,52,1.00
mval,mval6C,U_5R_best,exchange,infeasible,92,0,2,1977,1.00
mval,mval6C,U_5R_best,exchange,feasible,92,0,4,1986,1.00
mval,mval6C,U_5R_best,cross,infeasible,92,4,137,1715,1.00
mval,mval6C,U_5R_best,cross,feasible,92,0,19,345,1.00
